"stars","score","score_location","score_cleaning","score_service","score_value_money","ranking","price_range","opinions","opinions_excellent","opinions_good","opinions_normal","opinions_bad","opinions_awful","num_qa","nearby_restaurants","nearby_attractions","zone","latitude","longitude","has_swimming_pool","has_bar","has_restaurant","has_breakfast","has_gym","has_reception_24h","has_ac","has_strongbox","admits_pets","rooms","suites","sea_views_rooms","non_smoking_rooms","landmarks_views_rooms","city_views_rooms","family_rooms","style","tripadvisor_clasification","language_spanish","language_catalan","language_french","language_english","language_italian","language_bulgarian","language_russian","language_portuguese","prat_distance","price_range_disc","district"
1,4,4.5,4.5,4,4,202,74.5,338,109,170,43,9,7,7,221,102,"Ciutat Vella",41.389534,2.18392,"False","True","True","False","False","True","True","True","False",13,"False","False","True","False","False","False","",100,"True","True","True","True","False","False","False","False",13,"Medio","Ciutat Vella"
3.5,4,5,4.5,4,4,218,177.5,573,180,280,81,20,12,27,746,309,"Ciutat Vella",41.380852,2.17397,"False","True","True","False","False","True","True","True","False",26,"False","False","True","False","False","True","Céntrico",100,"True","True","True","True","True","False","False","False",12,"Caro","Ciutat Vella"
3.5,4.5,4.5,4.5,4.5,4.5,32,512,838,583,207,33,8,7,40,117,11,"Poblenou",41.399071,2.20771,"True","False","False","False","False","False","True","True","False",13,"False","True","True","False","False","False","Vistas al parque",91,"True","True","False","True","False","False","False","False",15,"Lujo","Sant Martí"
3,4.5,4.5,5,5,4.5,18,116.5,177,135,30,9,1,2,9,258,33,"El Ensanche (Eixample)",41.381115,2.153371,"False","False","False","False","True","True","True","True","False",16,"False","False","True","False","False","True","Negocios",100,"True","True","True","True","True","False","False","False",11,"Medio","Eixample"
3,4.5,4.5,4.5,4.5,4.5,21,123.5,184,122,49,10,1,2,7,379,94,"El Ensanche (Eixample)",41.39698,2.163574,"False","False","False","True","False","False","True","True","False",12,"False","False","True","False","False","False","Con encanto",100,"True","True","True","True","False","False","False","True",13,"Medio","Eixample"
2,4.5,4.5,4.5,5,4.5,36,43,352,268,54,18,5,7,3,289,75,"El Ensanche (Eixample)",41.391567,2.177456,"False","True","False","False","False","False","True","True","False",13,"False","False","True","False","False","False","Económico",100,"True","True","True","True","False","False","False","False",13,"Barato","Eixample"
2,4.5,5,5,4.5,4.5,13,122.5,587,436,126,15,4,6,13,420,115,"El Ensanche (Eixample)",41.390308,2.172044,"False","False","False","False","False","False","True","True","False",8,"False","False","True","False","False","True","Tranquilo",100,"True","False","False","True","True","False","False","False",13,"Medio","Eixample"
4,4.5,5,4.5,4.5,4.5,37,200.5,1064,766,237,37,10,14,33,493,117,"El Ensanche (Eixample)",41.39032,2.164919,"False","False","False","False","False","False","True","True","False",20,"True","False","True","False","False","True","Familiar",100,"True","True","False","True","True","False","True","False",12,"Caro","Eixample"
NA,4.5,5,5,4.5,4.5,12,146,428,312,96,13,3,4,4,461,138,"El Ensanche (Eixample)",41.389305,2.17179,"False","False","False","True","False","False","True","False","False",12,"True","False","True","False","False","False","Céntrico",100,"True","True","True","True","True","False","False","False",13,"Medio","Eixample"
3,5,5,5,5,4.5,4,142.5,222,195,19,5,1,2,6,473,104,"El Ensanche (Eixample)",41.39473,2.157158,"False","True","False","True","False","False","True","True","False",5,"True","False","True","False","False","True","Romántico",100,"True","True","False","True","False","False","False","False",12,"Medio","Eixample"
NA,5,5,5,4.5,4.5,11,163,570,474,92,1,3,0,4,699,290,"Ciutat Vella",41.383652,2.180253,"False","False","False","False","False","False","True","True","False",13,"True","False","True","False","False","False","De gama media",100,"False","False","False","True","False","False","False","False",13,"Caro","Ciutat Vella"
4,4.5,4.5,4.5,4.5,4.5,29,431.5,1155,781,311,42,16,5,26,185,35,"El Ensanche (Eixample)",41.41011,2.175037,"False","False","False","False","False","False","True","True","False",17,"True","False","True","False","False","False","Familiar",100,"True","True","True","True","False","False","False","False",15,"Lujo","Eixample"
4,4.5,5,5,4.5,4.5,38,181.5,175,128,40,5,1,1,9,745,300,"Ciutat Vella",41.382465,2.172355,"False","False","False","False","False","False","True","True","False",16,"True","False","True","False","False","False","Céntrico",100,"True","False","False","True","False","False","False","False",12,"Caro","Ciutat Vella"
4,4.5,4.5,4.5,4.5,4.5,23,161.5,1470,1038,350,61,14,7,36,305,34,"El Ensanche (Eixample)",41.378925,2.154761,"False","False","False","False","False","False","True","True","False",29,"True","False","True","False","False","False","Familiar",100,"True","True","True","True","False","False","False","False",11,"Caro","Eixample"
3,4.5,4.5,4.5,4.5,4.5,31,155,378,262,94,11,3,8,33,186,26,"Sants-Montjuïc",41.3745,2.142384,"False","False","False","False","False","False","True","True","False",25,"False","False","True","False","False","False","Moderno",100,"True","True","True","True","False","False","False","False",10,"Caro","Sants-Montjuïc"
2,5,4.5,4.5,5,4.5,17,88,395,341,37,12,1,4,14,274,50,"Sants-Montjuïc",41.372276,2.165082,"False","False","False","False","False","True","True","False","False",30,"False","False","True","False","False","False","Económico",100,"True","False","False","True","True","False","False","False",11,"Medio","Sants-Montjuïc"
3.5,4.5,5,4.5,4.5,4.5,15,126,162,122,31,8,0,1,6,502,145,"El Ensanche (Eixample)",41.388485,2.171075,"False","False","False","False","False","False","True","True","False",8,"False","False","True","False","False","False","Céntrico",100,"True","False","False","True","True","False","False","False",12,"Medio","Eixample"
3,5,5,5,5,4.5,9,137.5,140,121,14,3,0,2,15,530,113,"El Ensanche (Eixample)",41.389111,2.163359,"False","False","False","True","False","True","True","True","False",7,"False","False","True","False","False","False","De gama media",100,"True","True","True","True","True","False","False","False",12,"Medio","Eixample"
3.5,4.5,5,5,4.5,4.5,8,131,656,522,103,20,3,8,9,393,113,"El Ensanche (Eixample)",41.389912,2.175207,"False","True","False","True","False","False","True","True","False",7,"False","False","True","False","False","False","Moderno",100,"True","True","True","True","True","False","False","True",13,"Medio","Eixample"
3,4.5,5,4.5,4.5,4.5,13,402.5,599,474,107,10,6,2,25,483,127,"El Ensanche (Eixample)",41.393341,2.159968,"False","False","False","True","False","False","True","True","False",24,"True","False","True","True","True","True","Vistas fantásticas",100,"True","True","True","True","True","False","True","True",12,"Lujo","Eixample"
2,4.5,5,4.5,4.5,5,40,45,239,183,33,12,8,3,5,345,94,"El Ensanche (Eixample)",41.390606,2.177471,"False","False","False","False","False","True","False","False","False",10,"False","False","True","False","False","False","Económico",100,"True","True","True","True","True","False","False","True",13,"Barato","Eixample"
NA,5,4.5,5,5,5,24,86,564,467,82,9,2,4,36,338,71,"El Ensanche (Eixample)",41.400017,2.164444,"True","True","True","True","False","True","True","False","False",98,"False","False","True","False","False","True","Moderno",100,"True","True","True","True","True","False","False","True",13,"Medio","Eixample"
NA,5,5,5,5,4.5,22,175.5,413,330,72,9,1,1,12,303,39,"El Ensanche (Eixample)",41.404694,2.176061,"False","True","False","False","False","False","True","True","False",7,"False","False","True","False","False","False","Vistas fantásticas",100,"True","True","True","True","False","False","True","False",14,"Caro","Eixample"
NA,5,5,5,5,5,19,72,577,477,84,14,2,0,13,417,81,"El Ensanche (Eixample)",41.392616,2.169418,"False","False","False","False","False","False","True","False","False",10,"False","False","True","False","False","False","Económico",100,"True","False","False","True","True","False","False","False",13,"Medio","Eixample"
3.5,4.5,5,5,4.5,4.5,14,111,1481,1078,334,45,13,11,34,400,88,"El Ensanche (Eixample)",41.391003,2.172384,"False","False","False","False","False","False","True","True","False",17,"False","False","True","False","False","False","Boutique",100,"True","True","True","True","False","False","False","False",13,"Medio","Eixample"
3,5,5,5,5,5,5,161.5,314,264,41,8,0,1,6,280,86,"El Ensanche (Eixample)",41.390972,2.178963,"False","True","True","True","False","False","True","True","False",6,"True","False","True","False","False","False","Hoteles peculiares",100,"True","True","False","True","True","False","False","False",13,"Caro","Eixample"
3.5,4.5,4.5,4.5,4.5,4.5,45,227.5,252,174,56,18,3,1,14,429,68,"El Ensanche (Eixample)",41.394852,2.168684,"False","False","False","False","False","False","True","True","False",24,"False","False","True","False","False","True","Vistas fantásticas",100,"True","True","True","True","True","False","False","False",13,"Caro","Eixample"
3.5,5,5,5,5,4.5,50,130,123,103,19,1,0,0,8,370,147,"Ciutat Vella",41.385902,2.184452,"False","False","False","False","False","False","True","True","False",4,"False","False","True","False","False","True","Negocios",100,"True","True","True","True","False","False","False","False",13,"Medio","Ciutat Vella"
4,4.5,5,4.5,4.5,4.5,52,149,182,127,47,4,2,2,8,431,94,"Vila de Gràcia",41.397682,2.159331,"False","False","False","False","False","False","True","True","False",10,"False","False","False","False","False","True","Céntrico",100,"True","True","True","True","False","False","True","False",13,"Medio","Gràcia"
2,4.5,4.5,5,4.5,4.5,22,99,175,115,49,8,3,0,10,391,64,"El Ensanche (Eixample)",41.392113,2.173374,"False","False","True","False","False","False","True","True","False",21,"False","False","True","False","False","False","Negocios",100,"True","True","True","True","True","False","False","False",13,"Medio","Eixample"
2,4.5,4.5,4.5,4.5,4.5,51,78,326,183,117,15,9,2,5,481,70,"El Ensanche (Eixample)",41.384647,2.15994,"False","False","False","False","False","True","True","False","False",5,"False","False","True","False","False","True","Económico",100,"True","False","True","True","False","False","False","False",12,"Medio","Eixample"
2,4.5,4.5,4.5,4.5,4.5,42,36,168,131,29,6,1,1,0,435,87,"Vila de Gràcia",41.403225,2.158386,"False","True","False","False","False","True","True","False","False",8,"False","False","True","False","False","False","Con encanto",100,"True","False","False","True","False","False","False","True",13,"Barato","Gràcia"
2,4.5,4.5,4.5,4.5,4.5,46,112,424,283,102,25,4,10,16,438,96,"El Ensanche (Eixample)",41.395695,2.158546,"False","False","False","False","False","True","True","False","False",15,"False","False","True","False","False","True","Moderno",100,"True","True","True","True","False","False","False","True",13,"Medio","Eixample"
1.5,4.5,5,4.5,4.5,4.5,33,356,521,345,149,24,1,2,15,437,93,"El Ensanche (Eixample)",41.392132,2.16738,"False","False","False","True","False","False","False","True","False",3,"False","False","True","False","False","True","Con encanto",100,"True","True","True","True","False","False","False","False",13,"Lujo","Eixample"
2,4.5,4.5,4.5,4.5,4.5,31,89,379,208,140,27,3,1,12,416,70,"El Ensanche (Eixample)",41.382519,2.162467,"False","False","False","False","False","True","True","True","False",27,"False","False","True","False","False","False","Negocios",100,"True","False","True","True","False","False","False","False",12,"Medio","Eixample"
NA,4.5,5,5,4.5,4.5,25,85,424,288,107,22,3,4,5,460,94,"Vila de Gràcia",41.399002,2.156596,"False","False","False","False","False","False","True","False","False",3,"False","False","True","False","False","False","Barrio residencial",100,"False","False","False","False","False","False","False","False",13,"Medio","Gràcia"
3.5,5,5,5,4.5,4.5,47,143,127,106,16,5,0,0,11,293,60,"El Camp d'en Grassot i Gràcia Nova",41.403053,2.163312,"False","False","False","False","False","False","True","False","True",16,"True","False","True","False","False","True","Barrio residencial",100,"True","True","True","True","True","False","False","True",14,"Medio","Gràcia"
2,4,5,4,4,4,96,79.5,577,162,265,109,21,20,12,636,245,"Ciutat Vella",41.379055,2.174538,"False","False","False","False","False","True","True","True","False",53,"False","False","True","False","False","False","Céntrico",100,"True","True","False","True","False","False","True","False",12,"Medio","Ciutat Vella"
3,4,4.5,4.5,4,4.5,87,158,382,167,150,33,15,17,3,183,37,"Sants-Montjuïc",41.372509,2.170628,"False","False","False","False","False","False","True","True","False",40,"False","False","True","False","False","False","Moderno",100,"True","True","True","True","False","False","False","False",11,"Caro","Sants-Montjuïc"
2,4.5,4,4,4.5,4,101,31.5,226,131,53,27,8,7,3,57,13,"La Salut",41.4123,2.156588,"False","True","False","False","False","True","True","True","False",8,"False","False","True","False","False","False","Económico",88,"True","True","False","True","False","False","False","False",14,"Barato","Gràcia"
NA,4.5,4.5,4.5,4.5,4.5,63,67.5,96,63,21,10,2,0,3,69,19,"Vallcarca i els Penitents",41.408592,2.150029,"False","False","False","False","False","False","False","False","False",9,"True","False","True","False","False","True","",100,"True","True","True","True","False","False","False","False",14,"Medio","Gràcia"
2,4.5,5,4.5,4.5,4.5,99,35.5,119,84,28,4,3,0,2,512,126,"El Ensanche (Eixample)",41.386761,2.166403,"False","False","False","False","False","False","True","False","False",3,"False","False","True","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Barato","Eixample"
1,4,4,3.5,4,4,107,26.5,312,119,111,46,18,18,3,377,55,"El Ensanche (Eixample)",41.394531,2.172348,"False","False","False","False","False","True","True","True","False",12,"False","False","True","False","False","False","Económico",100,"True","False","True","True","False","False","False","True",13,"Barato","Eixample"
3,4.5,4,4.5,4.5,4.5,95,162.5,140,83,43,6,3,5,7,226,23,"El Ensanche (Eixample)",41.386677,2.147746,"False","False","False","False","False","False","True","False","True",12,"True","False","False","False","False","True","Familiar",100,"True","True","True","True","False","False","False","False",11,"Caro","Eixample"
