"stars","score","score_location","score_cleaning","score_service","score_value_money","ranking","price_range","opinions","opinions_excellent","opinions_good","opinions_normal","opinions_bad","opinions_awful","num_qa","nearby_restaurants","nearby_attractions","zone","latitude","longitude","has_swimming_pool","has_bar","has_restaurant","has_breakfast","has_gym","has_reception_24h","has_ac","has_strongbox","admits_pets","rooms","suites","sea_views_rooms","non_smoking_rooms","landmarks_views_rooms","city_views_rooms","family_rooms","style","tripadvisor_clasification","language_spanish","language_catalan","language_french","language_english","language_italian","language_bulgarian","language_russian","language_portuguese","prat_distance","price_range_disc","district"
4,4,NA,NA,NA,NA,534,138.5,1,0,1,0,0,0,0,330,40,"El Ensanche (Eixample)",41.403961,2.17386,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Medio","Eixample"
NA,3,NA,NA,NA,NA,538,145,6,3,0,0,1,2,0,728,300,"Ciutat Vella",41.38015,2.17475,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Medio","Ciutat Vella"
NA,3,NA,NA,NA,NA,541,101,15,2,6,1,4,2,0,321,46,"Sants-Montjuïc",41.373299,2.16013,"False","False","False","False","False","False","False","False","False",7,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Medio","Sants-Montjuïc"
5,4,NA,NA,NA,NA,522,161.5,1,0,1,0,0,0,0,397,66,"El Ensanche (Eixample)",41.391869,2.1726,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Eixample"
3,4,NA,NA,NA,NA,526,128.5,1,0,1,0,0,0,0,143,17,"El Clot",41.406639,2.19088,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",15,"Medio","Sant Martí"
3.5,3.5,NA,NA,NA,NA,537,170,2,0,1,1,0,0,0,107,20,"El Camp d'en Grassot i Gràcia Nova",41.407951,2.16684,"False","False","False","False","False","False","True","False","False",6,"False","False","True","False","False","True","",100,"False","False","False","False","False","False","False","False",14,"Caro","Gràcia"
3,4,NA,5,4,5,519,77,1,0,1,0,0,0,0,71,13,"La Vila Olímpica del Poblenou",41.393211,2.199,"False","True","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",98,"False","False","False","False","False","False","False","False",14,"Medio","Sant Martí"
2,4,NA,NA,NA,NA,523,257.5,1,0,1,0,0,0,0,146,30,"El Ensanche (Eixample)",41.401649,2.18092,"False","False","False","False","False","False","True","False","False",NA,"False","False","False","False","False","True","",100,"False","False","False","False","False","False","False","False",14,"Caro","Eixample"
3,4,NA,NA,NA,NA,520,72,1,0,1,0,0,0,0,420,70,"El Ensanche (Eixample)",41.382622,2.16228,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Medio","Eixample"
4,4,NA,NA,NA,NA,535,150.5,1,0,1,0,0,0,0,164,26,"El Ensanche (Eixample)",41.394508,2.18037,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Eixample"
3,3,4,4,4,3.5,542,92.5,61,12,18,12,8,11,2,142,25,"Sants-Montjuïc",41.374622,2.135647,"False","False","False","False","False","False","True","False","False",14,"False","False","False","False","False","True","",100,"True","True","True","True","True","False","False","False",10,"Medio","Sants-Montjuïc"
4,4,NA,NA,NA,NA,208,52.5,1,0,1,0,0,0,0,356,59,"Sants-Montjuïc",41.374142,2.16554,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Barato","Sants-Montjuïc"
5,4,NA,NA,NA,NA,517,245,1,0,1,0,0,0,0,477,118,"El Ensanche (Eixample)",41.389889,2.16635,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Caro","Eixample"
3,3.5,4,NA,2,NA,554,156.5,3,1,0,1,1,0,0,391,50,"El Ensanche (Eixample)",41.37545,2.16047,"False","False","False","False","False","False","True","True","False",7,"False","False","True","False","False","True","",100,"True","False","False","True","False","False","False","False",11,"Caro","Eixample"
3,3.5,NA,NA,NA,NA,543,228.5,4,0,2,1,1,0,0,281,33,"El Ensanche (Eixample)",41.407791,2.17428,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Caro","Eixample"
3,3.5,4,3.5,4,4.5,559,142,14,3,7,1,1,2,2,428,86,"Vila de Gràcia",41.40329,2.15889,"False","False","False","False","False","False","True","False","True",4,"False","False","True","False","False","True","",100,"False","False","False","False","False","False","False","False",13,"Medio","Gràcia"
NA,3,2.5,4,3.5,4,544,196,27,6,9,4,0,8,0,100,15,"La Vila Olímpica del Poblenou",41.391319,2.19992,"False","False","False","False","False","False","False","False","False",4,"False","False","False","False","False","False","",97,"False","False","False","False","False","False","False","False",14,"Caro","Sant Martí"
NA,3,5,4.5,3.5,4.5,218,57,20,1,6,9,2,2,1,751,307,"Ciutat Vella",41.38287,2.17288,"False","False","False","False","False","False","True","False","False",4,"False","False","False","False","False","False","Económico",100,"False","False","False","False","False","False","False","False",12,"Barato","Ciutat Vella"
NA,3,4.5,4.5,3,3.5,555,64,116,20,34,24,13,25,6,542,184,"Ciutat Vella",41.38179,2.18295,"False","True","False","False","False","True","False","True","False",10,"False","False","False","False","False","True","",100,"True","False","True","True","True","False","False","False",13,"Medio","Ciutat Vella"
1,3,3.5,3.5,4,4,551,113,28,5,6,9,3,5,0,147,23,"Sants-Montjuïc",41.38031,2.13276,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",10,"Medio","Sants-Montjuïc"
4,4,4,5,4,NA,549,68.5,1,0,1,0,0,0,0,36,13,"Sants-Montjuïc",41.368328,2.14181,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",94,"True","False","False","True","False","False","False","False",9,"Medio","Sants-Montjuïc"
NA,3,3.5,3.5,2.5,2.5,233,93.5,12,2,3,3,1,3,0,414,95,"El Ensanche (Eixample)",41.396851,2.1622,"False","False","False","False","False","False","True","False","False",NA,"False","False","False","False","False","True","Económico",100,"True","False","False","True","True","False","False","True",13,"Medio","Eixample"
NA,3,NA,NA,NA,NA,581,149.5,3,0,2,0,0,1,0,308,69,"El Ensanche (Eixample)",41.39275,2.17628,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Medio","Eixample"
3,3,NA,NA,5,NA,573,206,2,1,0,0,0,1,0,450,99,"Vila de Gràcia",41.399078,2.15987,"False","False","False","False","False","True","True","True","False",8,"False","False","False","False","True","False","",100,"True","True","True","True","True","False","True","True",13,"Caro","Gràcia"
4,3,NA,NA,NA,NA,3,316.5,1,0,0,1,0,0,0,36,12,"Sant Martí",41.412651,2.22206,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",94,"False","False","False","False","False","False","False","False",17,"Lujo","Sant Martí"
4,3,NA,NA,NA,NA,596,203.5,1,0,0,1,0,0,0,303,41,"El Ensanche (Eixample)",41.405022,2.17134,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Caro","Eixample"
4,3,NA,NA,NA,NA,600,99.5,1,0,0,1,0,0,0,652,287,"Ciutat Vella",41.380112,2.1772,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Medio","Ciutat Vella"
NA,3,4.5,3,3.5,3,588,95.5,21,4,5,4,4,4,0,399,97,"El Ensanche (Eixample)",41.39587,2.16102,"False","False","False","False","False","False","False","False","False",4,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Medio","Eixample"
NA,3,NA,2.5,3,3.5,587,52.5,17,1,6,4,4,2,1,426,93,"Vila de Gràcia",41.397602,2.159722,"False","False","False","False","False","False","False","False","False",8,"False","False","False","False","False","True","Económico",100,"True","False","False","True","False","False","False","False",13,"Barato","Gràcia"
4,3,NA,NA,NA,NA,595,195,2,0,0,2,0,0,0,519,64,"El Ensanche (Eixample)",41.39217,2.15222,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Caro","Eixample"
5,3,NA,NA,NA,NA,593,240.5,1,0,0,1,0,0,0,110,42,"El Parc i la Llacuna del Poblenou",41.390862,2.18565,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Sant Martí"
5,3,NA,NA,NA,NA,597,124,1,0,0,1,0,0,0,251,47,"Sants-Montjuïc",41.372181,2.1629,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Medio","Sants-Montjuïc"
5,3,NA,NA,NA,NA,586,102.5,3,0,1,1,1,0,0,306,50,"Sants-Montjuïc",41.373043,2.162091,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Medio","Sants-Montjuïc"
2,3,NA,NA,3,NA,594,73.5,1,0,0,1,0,0,0,776,333,"Ciutat Vella",41.381989,2.17449,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Medio","Ciutat Vella"
3.5,3,NA,NA,NA,NA,611,151.5,3,0,2,0,0,1,0,519,69,"El Ensanche (Eixample)",41.39185,2.15298,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Caro","Eixample"
3,3,NA,NA,NA,NA,605,199,1,0,0,1,0,0,0,154,16,"Poblenou",41.405918,2.20042,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",94,"False","False","False","False","False","False","False","False",16,"Caro","Sant Martí"
4,3,NA,NA,NA,NA,589,332,5,2,0,1,0,2,0,77,9,"Diagonal Mar i el Front Marítim del Poblenou",41.406189,2.21421,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",93,"False","False","False","False","False","False","False","False",16,"Lujo","Sant Martí"
2,3,3.5,3.5,3,3,240,71.5,123,13,44,25,16,25,3,417,53,"El Ensanche (Eixample)",41.390705,2.150642,"False","False","False","False","False","False","True","False","False",10,"False","False","False","False","False","True","Económico",100,"True","False","False","True","False","False","False","False",12,"Medio","Eixample"
3,3,4,4,3,3.5,625,158.5,62,14,17,8,6,17,1,267,38,"El Ensanche (Eixample)",41.403912,2.17809,"False","False","False","False","False","False","True","False","False",9,"False","False","False","False","False","True","",100,"True","False","True","True","True","False","False","False",14,"Caro","Eixample"
3,3.5,3.5,3.5,3,3.5,632,137,46,10,11,11,9,5,4,172,23,"El Ensanche (Eixample)",41.38205,2.147551,"False","False","False","True","False","False","True","False","False",10,"False","False","False","False","False","True","",100,"True","True","True","True","True","False","False","True",11,"Medio","Eixample"
NA,3,4,4.5,3,3,628,151,16,3,4,4,1,4,3,548,240,"Ciutat Vella",41.386978,2.17643,"False","False","False","False","False","False","False","False","False",9,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Ciutat Vella"
4,3,NA,NA,NA,NA,620,71,2,1,0,0,0,1,0,586,250,"Ciutat Vella",41.380249,2.17989,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Medio","Ciutat Vella"
NA,3,4,2,2.5,2.5,617,126.5,10,2,1,3,2,2,0,74,10,"Poblenou",41.394951,2.20092,"False","True","False","False","False","False","False","False","False",3,"False","False","False","False","False","False","",86,"False","False","True","True","False","False","False","False",15,"Medio","Sant Martí"
3,3,NA,NA,NA,NA,619,182.5,4,2,0,0,0,2,0,62,8,"Diagonal Mar i el Front Marítim del Poblenou",41.40469,2.21023,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",92,"False","False","False","False","False","False","False","False",16,"Caro","Sant Martí"
1,3,4.5,2.5,3,NA,631,81.5,3,0,2,0,0,1,0,586,250,"Ciutat Vella",41.380249,2.17989,"False","True","False","False","False","False","False","False","False",NA,"False","False","False","False","False","True","",100,"True","False","False","True","False","False","False","True",12,"Medio","Ciutat Vella"
4,2.5,3.5,4.5,2.5,4,653,85.5,2,0,1,0,0,1,0,140,25,"El Camp d'en Grassot i Gràcia Nova",41.407341,2.16297,"False","False","False","False","False","False","False","False","False",7,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Medio","Gràcia"
3,2.5,NA,NA,NA,NA,638,44,3,0,1,1,0,1,0,406,59,"Vila de Gràcia",41.401539,2.15333,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Barato","Gràcia"
3.5,2,NA,NA,NA,NA,663,190.5,1,0,0,0,1,0,0,473,73,"El Ensanche (Eixample)",41.38401,2.16302,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Caro","Eixample"
2,3,4,2.5,3.5,3.5,248,109.5,44,6,13,9,4,12,2,601,263,"Ciutat Vella",41.380222,2.179272,"False","False","False","False","True","False","True","False","False",9,"False","False","True","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Medio","Ciutat Vella"
2,3,NA,NA,NA,NA,654,112,4,1,0,1,1,1,0,430,96,"Vila de Gràcia",41.398109,2.16032,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Medio","Gràcia"
4,2.5,NA,NA,NA,NA,662,163.5,3,1,0,0,1,1,0,299,35,"El Ensanche (Eixample)",41.407341,2.17617,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Caro","Eixample"
4,2.5,NA,4,4,NA,661,176,3,0,1,0,2,0,0,355,73,"Vila de Gràcia",41.404411,2.15619,"False","True","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Gràcia"
4,3,NA,NA,NA,NA,652,187,4,1,0,1,1,1,0,331,38,"El Ensanche (Eixample)",41.402451,2.174801,"False","False","False","False","False","False","True","False","True",14,"True","False","True","False","False","True","",100,"False","False","False","False","False","False","False","False",14,"Caro","Eixample"
NA,3,4.5,3,3,3.5,649,59,111,7,29,35,28,12,5,638,270,"Ciutat Vella",41.380596,2.179556,"False","False","False","False","False","True","False","False","False",30,"False","False","False","False","False","True","Económico",100,"True","False","False","True","False","False","False","False",12,"Barato","Ciutat Vella"
2,3,4.5,3,3,3.5,672,79.5,219,23,51,63,32,50,3,551,118,"El Ensanche (Eixample)",41.389606,2.162197,"False","False","False","False","False","True","True","True","False",42,"False","False","False","False","False","True","Económico",100,"True","False","False","True","False","False","True","False",12,"Medio","Eixample"
3,3,4,4,3.5,3.5,679,151.5,177,30,53,27,26,41,6,517,165,"Ciutat Vella",41.377911,2.17376,"False","True","False","False","False","False","True","True","False",15,"False","False","False","False","False","True","Céntrico",100,"True","True","True","True","True","False","False","True",12,"Caro","Ciutat Vella"
3,3,4.5,4,3.5,3.5,254,85.5,38,8,6,6,7,11,2,491,187,"Ciutat Vella",41.387939,2.17672,"False","False","False","True","True","False","True","False","False",29,"False","False","True","False","False","False","",100,"True","False","False","True","False","False","False","False",13,"Medio","Ciutat Vella"
4,3.5,5,NA,4,NA,673,230.5,15,4,3,4,1,3,0,375,102,"El Ensanche (Eixample)",41.390495,2.175913,"False","True","False","False","False","False","True","False","True",17,"False","False","False","False","False","True","",100,"True","False","True","True","False","False","False","False",13,"Caro","Eixample"
NA,2.5,NA,NA,NA,NA,665,114,2,0,1,0,0,1,0,186,37,"Vila de Gràcia",41.40694,2.15345,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Medio","Gràcia"
4,2.5,4,4,4,NA,671,189.5,2,0,1,0,0,1,0,209,20,"Sants-Montjuïc",41.378731,2.14269,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",10,"Caro","Sants-Montjuïc"
3,2,NA,4,1,NA,676,110,1,0,0,0,1,0,0,258,32,"Ciutat Vella",41.381378,2.1879,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Medio","Ciutat Vella"
3,2.5,NA,4,5,NA,687,125,9,2,2,0,1,4,0,413,63,"El Ensanche (Eixample)",41.377209,2.16265,"False","False","False","False","False","False","True","False","False",4,"False","False","False","False","False","True","",100,"True","True","True","True","True","False","False","True",11,"Medio","Eixample"
2,3,4,3.5,3,3.5,692,88,402,31,78,160,60,73,10,510,88,"Ciutat Vella",41.383755,2.164665,"False","False","False","False","False","True","False","False","False",38,"False","False","True","False","False","False","Céntrico",100,"True","True","False","True","False","False","False","False",12,"Medio","Ciutat Vella"
4,2.5,NA,NA,NA,NA,678,289,2,0,1,0,0,1,0,364,69,"Sants-Montjuïc",41.37479,2.16804,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Caro","Sants-Montjuïc"
4,2.5,4,NA,4,4,667,71,3,0,1,1,0,1,0,375,39,"Sant Gervasi-Galvany",41.393429,2.14535,"False","False","False","False","False","False","True","False","False",NA,"False","False","False","False","False","False","",98,"True","False","False","True","False","False","False","False",12,"Medio","Sarrià"
2,2.5,4,2.5,3,2,693,309,9,1,3,0,2,3,1,81,17,"El Parc i la Llacuna del Poblenou",41.392059,2.18976,"False","False","False","False","False","False","True","False","False",5,"False","False","False","False","False","False","",100,"True","False","False","True","True","False","False","False",14,"Lujo","Sant Martí"
3,2.5,5,3,3.5,NA,681,123,3,0,0,1,2,0,0,538,156,"El Ensanche (Eixample)",41.387024,2.17004,"False","False","False","False","False","False","True","True","False",NA,"False","False","False","False","False","False","",100,"False","False","True","True","False","False","False","False",12,"Medio","Eixample"
4,2,NA,NA,NA,NA,675,113,1,0,0,0,1,0,0,430,96,"Vila de Gràcia",41.398109,2.16032,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Medio","Gràcia"
NA,2.5,3,2.5,2.5,4,704,48,13,0,3,4,5,1,1,219,32,"El Ensanche (Eixample)",41.40546,2.1795,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"True","False","False","True","False","False","False","False",14,"Barato","Eixample"
5,1,NA,NA,NA,NA,703,75.5,1,0,0,0,0,1,0,569,176,"Ciutat Vella",41.380169,2.16956,"False","True","True","False","False","True","False","True","True",NA,"False","False","False","False","False","True","",100,"True","False","True","True","False","False","False","False",12,"Medio","Ciutat Vella"
3,2.5,NA,NA,NA,NA,716,120,4,1,0,0,1,2,0,493,196,"Ciutat Vella",41.38784,2.17736,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Medio","Ciutat Vella"
3,3,3.5,4.5,3,3.5,701,164,37,7,6,9,2,13,0,294,35,"El Ensanche (Eixample)",41.37854,2.15351,"False","False","False","False","False","False","True","False","False",13,"False","False","False","False","False","False","",100,"True","True","True","True","True","False","False","True",11,"Caro","Eixample"
3,2.5,NA,NA,NA,NA,699,169,3,0,0,2,0,1,0,439,91,"El Ensanche (Eixample)",41.392151,2.16719,"False","False","False","False","False","False","True","False","False",3,"False","False","False","False","False","False","",100,"True","False","True","True","False","False","False","False",13,"Caro","Eixample"
NA,3,4.5,3.5,3,3,262,83.5,23,6,4,2,2,9,0,414,153,"Ciutat Vella",41.384838,2.18438,"False","False","False","False","False","False","True","True","False",6,"False","False","False","False","False","True","",100,"True","False","False","True","True","False","False","False",13,"Medio","Ciutat Vella"
3,3,4,3,3,3.5,706,128.5,155,25,38,28,25,39,3,856,371,"Ciutat Vella",41.383373,2.177867,"False","False","False","False","False","False","True","False","False",6,"False","False","False","False","False","True","Céntrico",100,"True","True","True","True","True","False","False","True",12,"Medio","Ciutat Vella"
2,3,3.5,3.5,3,3.5,261,69,162,13,40,56,24,29,8,96,18,"El Putxet i el Farró",41.405849,2.144725,"False","False","False","False","False","False","False","True","False",18,"False","False","True","False","False","False","",100,"True","True","False","True","True","False","False","False",13,"Medio","Sarrià"
3,2,2,4,2,3,713,115,2,0,0,1,0,1,0,42,9,"Sants-Montjuïc",41.371799,2.12731,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",90,"False","False","False","False","False","False","False","False",9,"Medio","Sants-Montjuïc"
4,1,NA,NA,NA,NA,711,111.5,1,0,0,0,0,1,0,187,29,"Sants-Montjuïc",41.377499,2.13561,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",10,"Medio","Sants-Montjuïc"
NA,3,4,2.5,3,3,705,45,333,55,72,58,45,103,1,331,37,"El Ensanche (Eixample)",41.402325,2.174979,"False","False","False","False","False","False","False","False","False",13,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Barato","Eixample"
4,1,NA,NA,NA,NA,779,423.5,2,0,0,0,0,2,0,467,118,"El Ensanche (Eixample)",41.390701,2.16535,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Lujo","Eixample"
3,2,3,1,1,NA,749,156.5,3,0,1,0,0,2,0,434,66,"El Ensanche (Eixample)",41.382641,2.160278,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Caro","Eixample"
NA,2.5,4.5,3,3,3.5,769,89.5,59,6,14,12,10,17,1,695,306,"Ciutat Vella",41.380211,2.17558,"False","False","False","False","False","False","False","False","False",61,"False","False","False","False","False","False","Céntrico",100,"False","False","False","False","False","False","False","False",12,"Medio","Ciutat Vella"
NA,2.5,4.5,3.5,2.5,3.5,278,109.5,38,2,11,9,2,14,3,609,238,"Ciutat Vella",41.381989,2.1815,"False","False","False","False","False","False","False","False","False",4,"False","False","False","False","False","True","Económico",100,"True","False","False","True","False","False","False","False",12,"Medio","Ciutat Vella"
4,2,NA,NA,NA,NA,782,58.5,5,0,1,0,1,3,0,57,18,"Sarrià",41.40519,2.11791,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",71,"False","False","False","False","False","False","False","False",12,"Barato","Sarrià"
2.5,3,4.5,3,3,3,757,104,45,10,7,10,7,11,0,676,303,"Ciutat Vella",41.385242,2.179451,"False","False","False","False","False","False","True","False","False",6,"False","False","False","False","False","True","",100,"True","True","True","True","True","False","False","True",13,"Medio","Ciutat Vella"
2,2.5,3.5,2.5,2,2,274,885,42,3,11,7,8,13,0,609,238,"Ciutat Vella",41.381989,2.1815,"False","False","False","True","False","False","True","False","False",7,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Lujo","Ciutat Vella"
4,1,NA,NA,NA,NA,776,172,2,0,0,0,0,2,0,261,70,"El Ensanche (Eixample)",41.391991,2.17857,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Eixample"
2,2.5,4,3,2.5,2.5,751,123.5,38,2,11,5,8,12,0,396,164,"Ciutat Vella",41.388569,2.18014,"False","False","False","False","False","False","False","False","False",3,"False","False","False","False","False","False","",100,"True","False","False","False","False","False","False","False",13,"Medio","Ciutat Vella"
4,2,NA,3,1,1,780,135.5,5,0,1,0,1,3,0,448,90,"Vila de Gràcia",41.402298,2.158552,"False","True","False","False","False","False","False","True","False",8,"False","False","False","False","False","True","",100,"True","False","True","True","True","False","False","False",13,"Medio","Gràcia"
3,3,4.5,3.5,2.5,3.5,766,95.5,27,2,6,11,5,3,0,578,218,"Ciutat Vella",41.383751,2.18287,"False","False","False","False","False","False","True","False","False",5,"False","False","False","False","False","False","",100,"True","True","True","True","True","False","False","True",13,"Medio","Ciutat Vella"
5,2,NA,NA,NA,NA,748,156.5,3,0,1,0,0,2,0,467,109,"El Ensanche (Eixample)",41.389858,2.16863,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Eixample"
3.5,1,NA,NA,NA,NA,728,181.5,1,0,0,0,0,1,0,428,86,"Vila de Gràcia",41.40329,2.15889,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Gràcia"
3,1,NA,NA,NA,NA,726,153,1,0,0,0,0,1,0,127,18,"El Putxet i el Farró",41.4049,2.14126,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Sarrià"
4,1,NA,NA,NA,NA,725,158,1,0,0,0,0,1,0,144,16,"Sant Martí",41.409889,2.1817,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",15,"Caro","Sant Martí"
NA,1,NA,NA,NA,NA,730,109.5,1,0,0,0,0,1,0,335,65,"Vila de Gràcia",41.405319,2.15845,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Medio","Gràcia"
NA,2.5,4,3,2.5,3,732,107,38,3,7,14,0,14,0,601,261,"Ciutat Vella",41.380192,2.1793,"False","False","False","False","False","False","True","False","False",9,"False","False","False","False","False","False","",100,"True","False","False","True","True","False","False","False",12,"Medio","Ciutat Vella"
4,1,NA,NA,NA,NA,729,104.5,1,0,0,0,0,1,0,497,118,"Ciutat Vella",41.379471,2.16843,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",12,"Medio","Ciutat Vella"
3.5,1,NA,NA,NA,NA,720,117,1,0,0,0,0,1,0,218,31,"Sants-Montjuïc",41.375118,2.14453,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",10,"Medio","Sants-Montjuïc"
4,1,NA,NA,NA,NA,267,75.5,1,0,0,0,0,1,0,209,29,"Sants-Montjuïc",41.375198,2.1407,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",10,"Medio","Sants-Montjuïc"
4,NA,NA,NA,NA,NA,NA,283,0,0,0,0,0,0,0,114,23,"El Ensanche (Eixample)",41.401581,2.18221,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",14,"Caro","Eixample"
3,NA,NA,NA,NA,NA,NA,108.5,0,0,0,0,0,0,0,118,20,"Poblenou",41.405209,2.20494,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",95,"False","False","False","False","False","False","False","False",16,"Medio","Sant Martí"
4,NA,NA,NA,NA,NA,NA,156.5,0,0,0,0,0,0,0,411,58,"El Ensanche (Eixample)",41.377529,2.1619,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Caro","Eixample"
3.5,NA,NA,NA,NA,NA,NA,224.5,0,0,0,0,0,0,0,418,165,"Ciutat Vella",41.388371,2.17395,"False","False","False","False","False","False","False","False","False",NA,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",13,"Caro","Ciutat Vella"
